f_FindingID,s_StudyID,state_abbr,region_name,analysis_year,saipe_child_poverty_rate_state,saipe_median_income_state,saipe_child_poverty_rate_region,saipe_median_income_region,saipe_child_poverty_rate_ctx,saipe_median_income_ctx
18536,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18537,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18538,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18539,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18540,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18541,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18542,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18543,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18544,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18545,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18546,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18547,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18549,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18550,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18551,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18552,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18553,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18554,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18555,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18556,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18557,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18518,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18519,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18520,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18521,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18522,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18524,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18558,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18559,86421,TX,South,2017,0.21,59195.0,0.21635294117647058,55574.117647058825,0.21,59195.0
18328,86432,TX,,2016,0.2239999999999999,56583.0,,,0.2239999999999999,56583.0
18346,86432,TX,,2016,0.2239999999999999,56583.0,,,0.2239999999999999,56583.0
18347,86432,TX,,2016,0.2239999999999999,56583.0,,,0.2239999999999999,56583.0
20940,86415,,Northeast,2018,,,0.14477777777777776,69122.66666666667,0.14477777777777776,69122.66666666667
20957,86415,,Northeast,2018,,,0.14477777777777776,69122.66666666667,0.14477777777777776,69122.66666666667
20958,86415,,Northeast,2018,,,0.14477777777777776,69122.66666666667,0.14477777777777776,69122.66666666667
20959,86415,,Northeast,2018,,,0.14477777777777776,69122.66666666667,0.14477777777777776,69122.66666666667
20960,86415,,Northeast,2018,,,0.14477777777777776,69122.66666666667,0.14477777777777776,69122.66666666667
20961,86415,,Northeast,2018,,,0.14477777777777776,69122.66666666667,0.14477777777777776,69122.66666666667
19875,86146,PA,,2009,0.171,49501.0,,,0.171,49501.0
19857,86152,MD,,2014,0.138,73851.0,,,0.138,73851.0
19858,86152,MD,,2014,0.138,73851.0,,,0.138,73851.0
19855,86152,MD,,2014,0.138,73851.0,,,0.138,73851.0
19856,86152,MD,,2014,0.138,73851.0,,,0.138,73851.0
19879,81702,PA,,2008,0.166,50702.0,,,0.166,50702.0
18430,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18415,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18416,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18431,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18448,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18449,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18450,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18451,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18452,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18419,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18420,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18421,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18422,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18442,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18417,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18418,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18443,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18444,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18445,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18446,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18447,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18423,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18424,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18426,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18427,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18428,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18429,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18432,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18433,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18434,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18435,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18436,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18437,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18438,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18439,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18440,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18441,81588,NY,Northeast,2015,0.223,60805.0,0.16577777777777777,62931.88888888889,0.223,60805.0
18468,87147,OH,Midwest,2018,0.192,56155.0,0.15366666666666665,59942.083333333336,0.192,56155.0
18471,87147,OH,Midwest,2018,0.192,56155.0,0.15366666666666665,59942.083333333336,0.192,56155.0
18470,87147,OH,Midwest,2018,0.192,56155.0,0.15366666666666665,59942.083333333336,0.192,56155.0
18481,87147,OH,Midwest,2018,0.192,56155.0,0.15366666666666665,59942.083333333336,0.192,56155.0
18482,87147,OH,Midwest,2018,0.192,56155.0,0.15366666666666665,59942.083333333336,0.192,56155.0
18472,87147,OH,Midwest,2018,0.192,56155.0,0.15366666666666665,59942.083333333336,0.192,56155.0
18473,87147,OH,Midwest,2018,0.192,56155.0,0.15366666666666665,59942.083333333336,0.192,56155.0
18474,87147,OH,Midwest,2018,0.192,56155.0,0.15366666666666665,59942.083333333336,0.192,56155.0
18475,87147,OH,Midwest,2018,0.192,56155.0,0.15366666666666665,59942.083333333336,0.192,56155.0
18476,87147,OH,Midwest,2018,0.192,56155.0,0.15366666666666665,59942.083333333336,0.192,56155.0
18477,87147,OH,Midwest,2018,0.192,56155.0,0.15366666666666665,59942.083333333336,0.192,56155.0
27718,86523,,Northeast,2018,,,0.14477777777777776,69122.66666666667,0.14477777777777776,69122.66666666667
27719,86523,,Northeast,2018,,,0.14477777777777776,69122.66666666667,0.14477777777777776,69122.66666666667
27722,86523,,Northeast,2018,,,0.14477777777777776,69122.66666666667,0.14477777777777776,69122.66666666667
27713,86523,,Northeast,2018,,,0.14477777777777776,69122.66666666667,0.14477777777777776,69122.66666666667
27721,86523,,Northeast,2018,,,0.14477777777777776,69122.66666666667,0.14477777777777776,69122.66666666667
27723,86523,,Northeast,2018,,,0.14477777777777776,69122.66666666667,0.14477777777777776,69122.66666666667
20849,74195,,,2006,,,,,,
20852,74195,,,2006,,,,,,
20857,74195,,,2006,,,,,,
19976,87535,CA,,2017,0.181,71785.0,,,0.181,71785.0
19977,87535,CA,,2017,0.181,71785.0,,,0.181,71785.0
19978,87535,CA,,2017,0.181,71785.0,,,0.181,71785.0
19979,87535,CA,,2017,0.181,71785.0,,,0.181,71785.0
20224,87535,CA,,2017,0.181,71785.0,,,0.181,71785.0
20225,87535,CA,,2017,0.181,71785.0,,,0.181,71785.0
20005,87294,IN,,2018,0.175,55725.0,,,0.175,55725.0
20051,76,,,2014,,,,,,
20047,76,,,2014,,,,,,
20048,76,,,2014,,,,,,
20050,76,,,2014,,,,,,
26476,76,,,2014,,,,,,
26430,86433,TX,South,2011,0.266,49390.0,0.2533529411764706,47174.294117647056,0.266,49390.0
26431,86433,TX,South,2011,0.266,49390.0,0.2533529411764706,47174.294117647056,0.266,49390.0
26432,86433,TX,South,2011,0.266,49390.0,0.2533529411764706,47174.294117647056,0.266,49390.0
26433,86433,TX,South,2011,0.266,49390.0,0.2533529411764706,47174.294117647056,0.266,49390.0
26434,86433,TX,South,2011,0.266,49390.0,0.2533529411764706,47174.294117647056,0.266,49390.0
26435,86433,TX,South,2011,0.266,49390.0,0.2533529411764706,47174.294117647056,0.266,49390.0
26436,86433,TX,South,2011,0.266,49390.0,0.2533529411764706,47174.294117647056,0.266,49390.0
26437,86433,TX,South,2011,0.266,49390.0,0.2533529411764706,47174.294117647056,0.266,49390.0
26438,86433,TX,South,2011,0.266,49390.0,0.2533529411764706,47174.294117647056,0.266,49390.0
26439,86433,TX,South,2011,0.266,49390.0,0.2533529411764706,47174.294117647056,0.266,49390.0
26440,86433,TX,South,2011,0.266,49390.0,0.2533529411764706,47174.294117647056,0.266,49390.0
20259,74201,,South,2008,,,0.21135294117647055,48053.0,0.21135294117647055,48053.0
20465,74201,,South,2008,,,0.21135294117647055,48053.0,0.21135294117647055,48053.0
20467,74201,,South,2008,,,0.21135294117647055,48053.0,0.21135294117647055,48053.0
20469,74201,,South,2008,,,0.21135294117647055,48053.0,0.21135294117647055,48053.0
20643,74215,NY,,2003,0.2019999999999999,44139.0,,,0.2019999999999999,44139.0
20644,74215,NY,,2003,0.2019999999999999,44139.0,,,0.2019999999999999,44139.0
20645,74215,NY,,2003,0.2019999999999999,44139.0,,,0.2019999999999999,44139.0
20646,74215,NY,,2003,0.2019999999999999,44139.0,,,0.2019999999999999,44139.0
20639,87218,NY,,2003,0.2019999999999999,44139.0,,,0.2019999999999999,44139.0
20640,87218,NY,,2003,0.2019999999999999,44139.0,,,0.2019999999999999,44139.0
20641,87218,NY,,2003,0.2019999999999999,44139.0,,,0.2019999999999999,44139.0
20642,87218,NY,,2003,0.2019999999999999,44139.0,,,0.2019999999999999,44139.0
21014,74217,FL,,1991,,,,,,
21015,74217,FL,,1991,,,,,,
21017,89817,,South,1991,,,,,,
21016,74211,,South,1991,,,,,,
25012,74210,TN,South,2008,0.218,43610.0,0.21135294117647055,48053.0,0.218,43610.0
24997,87216,TN,South,2008,0.218,43610.0,0.21135294117647055,48053.0,0.218,43610.0
24998,87216,TN,South,2008,0.218,43610.0,0.21135294117647055,48053.0,0.218,43610.0
24999,87216,TN,South,2008,0.218,43610.0,0.21135294117647055,48053.0,0.218,43610.0
25000,87216,TN,South,2008,0.218,43610.0,0.21135294117647055,48053.0,0.218,43610.0
25001,87216,TN,South,2008,0.218,43610.0,0.21135294117647055,48053.0,0.218,43610.0
25002,87217,TN,South,2008,0.218,43610.0,0.21135294117647055,48053.0,0.218,43610.0
25004,87217,TN,South,2008,0.218,43610.0,0.21135294117647055,48053.0,0.218,43610.0
25005,87217,TN,South,2008,0.218,43610.0,0.21135294117647055,48053.0,0.218,43610.0
25006,87217,TN,South,2008,0.218,43610.0,0.21135294117647055,48053.0,0.218,43610.0
25008,87217,TN,South,2008,0.218,43610.0,0.21135294117647055,48053.0,0.218,43610.0
20320,85370,,Midwest,2013,,,0.18833333333333332,51648.416666666664,0.18833333333333332,51648.416666666664
20323,85370,,Midwest,2013,,,0.18833333333333332,51648.416666666664,0.18833333333333332,51648.416666666664
20324,85370,,Midwest,2013,,,0.18833333333333332,51648.416666666664,0.18833333333333332,51648.416666666664
20463,77773,,,2013,,,,,,
20464,77773,,,2013,,,,,,
20470,77773,,,2013,,,,,,
20532,77773,,,2013,,,,,,
20600,77773,,,2013,,,,,,
20601,77773,,,2013,,,,,,
20350,86429,OR,,2016,0.172,57379.0,,,0.172,57379.0
20351,86429,OR,,2016,0.172,57379.0,,,0.172,57379.0
20352,86429,OR,,2016,0.172,57379.0,,,0.172,57379.0
20353,86429,OR,,2016,0.172,57379.0,,,0.172,57379.0
20545,86189,TN,South,2014,0.259,44357.0,0.24405882352941177,50281.94117647059,0.259,44357.0
20547,86189,TN,South,2014,0.259,44357.0,0.24405882352941177,50281.94117647059,0.259,44357.0
20552,86189,TN,South,2014,0.259,44357.0,0.24405882352941177,50281.94117647059,0.259,44357.0
20659,82135,TN,South,2014,0.259,44357.0,0.24405882352941177,50281.94117647059,0.259,44357.0
20660,82135,TN,South,2014,0.259,44357.0,0.24405882352941177,50281.94117647059,0.259,44357.0
20661,82135,TN,South,2014,0.259,44357.0,0.24405882352941177,50281.94117647059,0.259,44357.0
20668,87221,TN,South,2014,0.259,44357.0,0.24405882352941177,50281.94117647059,0.259,44357.0
20669,87221,TN,South,2014,0.259,44357.0,0.24405882352941177,50281.94117647059,0.259,44357.0
20671,87221,TN,South,2014,0.259,44357.0,0.24405882352941177,50281.94117647059,0.259,44357.0
20765,87214,TN,South,2009,0.24,41715.0,0.22888235294117648,46463.17647058824,0.24,41715.0
20768,87214,TN,South,2009,0.24,41715.0,0.22888235294117648,46463.17647058824,0.24,41715.0
20769,87214,TN,South,2009,0.24,41715.0,0.22888235294117648,46463.17647058824,0.24,41715.0
20778,87214,TN,South,2009,0.24,41715.0,0.22888235294117648,46463.17647058824,0.24,41715.0
20780,87214,TN,South,2009,0.24,41715.0,0.22888235294117648,46463.17647058824,0.24,41715.0
20782,87214,TN,South,2009,0.24,41715.0,0.22888235294117648,46463.17647058824,0.24,41715.0
20794,87215,TN,South,2009,0.24,41715.0,0.22888235294117648,46463.17647058824,0.24,41715.0
20796,87215,TN,South,2009,0.24,41715.0,0.22888235294117648,46463.17647058824,0.24,41715.0
20797,87215,TN,South,2009,0.24,41715.0,0.22888235294117648,46463.17647058824,0.24,41715.0
20798,87215,TN,South,2009,0.24,41715.0,0.22888235294117648,46463.17647058824,0.24,41715.0
20799,87215,TN,South,2009,0.24,41715.0,0.22888235294117648,46463.17647058824,0.24,41715.0
20800,87215,TN,South,2009,0.24,41715.0,0.22888235294117648,46463.17647058824,0.24,41715.0
20801,87215,TN,South,2009,0.24,41715.0,0.22888235294117648,46463.17647058824,0.24,41715.0
21228,86422,,Midwest,2013,,,0.18833333333333332,51648.416666666664,0.18833333333333332,51648.416666666664
21229,86422,,Midwest,2013,,,0.18833333333333332,51648.416666666664,0.18833333333333332,51648.416666666664
27324,86422,,Midwest,2013,,,0.18833333333333332,51648.416666666664,0.18833333333333332,51648.416666666664
27734,86422,,Midwest,2013,,,0.18833333333333332,51648.416666666664,0.18833333333333332,51648.416666666664
26325,87296,,,2013,,,,,,
27560,87296,,,2013,,,,,,
27563,87296,,,2013,,,,,,
27565,87296,,,2013,,,,,,
27568,87296,,,2013,,,,,,
27570,87296,,,2013,,,,,,
20586,74207,,South,2008,,,0.21135294117647055,48053.0,0.21135294117647055,48053.0
22353,74207,,South,2008,,,0.21135294117647055,48053.0,0.21135294117647055,48053.0
26850,74207,,South,2008,,,0.21135294117647055,48053.0,0.21135294117647055,48053.0
26851,74207,,South,2008,,,0.21135294117647055,48053.0,0.21135294117647055,48053.0
20620,87444,OR,West,2017,0.165,60123.0,0.15976923076923077,63130.692307692305,0.165,60123.0
20677,87444,OR,West,2017,0.165,60123.0,0.15976923076923077,63130.692307692305,0.165,60123.0
20680,87444,OR,West,2017,0.165,60123.0,0.15976923076923077,63130.692307692305,0.165,60123.0
20682,87444,OR,West,2017,0.165,60123.0,0.15976923076923077,63130.692307692305,0.165,60123.0
20683,87444,OR,West,2017,0.165,60123.0,0.15976923076923077,63130.692307692305,0.165,60123.0
20684,87444,OR,West,2017,0.165,60123.0,0.15976923076923077,63130.692307692305,0.165,60123.0
20685,87444,OR,West,2017,0.165,60123.0,0.15976923076923077,63130.692307692305,0.165,60123.0
20887,87445,OR,West,2017,0.165,60123.0,0.15976923076923077,63130.692307692305,0.165,60123.0
20890,87445,OR,West,2017,0.165,60123.0,0.15976923076923077,63130.692307692305,0.165,60123.0
20893,87445,OR,West,2017,0.165,60123.0,0.15976923076923077,63130.692307692305,0.165,60123.0
20898,87445,OR,West,2017,0.165,60123.0,0.15976923076923077,63130.692307692305,0.165,60123.0
20901,87445,OR,West,2017,0.165,60123.0,0.15976923076923077,63130.692307692305,0.165,60123.0
20904,87445,OR,West,2017,0.165,60123.0,0.15976923076923077,63130.692307692305,0.165,60123.0
20907,87445,OR,West,2017,0.165,60123.0,0.15976923076923077,63130.692307692305,0.165,60123.0
20908,87464,,,2019,,,,,,
20914,87464,,,2019,,,,,,
20917,87464,,,2019,,,,,,
20925,87463,,,2019,,,,,,
21064,87463,,,2019,,,,,,
22369,87463,,,2019,,,,,,
21046,87462,,,2019,,,,,,
21048,87462,,,2019,,,,,,
21051,87462,,,2019,,,,,,
21244,87244,,,2015,,,,,,
21247,87244,,,2015,,,,,,
21254,87244,,,2015,,,,,,
21263,87244,,,2015,,,,,,
21265,87244,,,2015,,,,,,
21266,87244,,,2015,,,,,,
22535,87245,,,2015,,,,,,
22536,87245,,,2015,,,,,,
22537,87245,,,2015,,,,,,
22538,87245,,,2015,,,,,,
22539,87245,,,2015,,,,,,
22540,87245,,,2015,,,,,,
21230,87219,TN,,2009,0.24,41715.0,,,0.24,41715.0
21233,87220,TN,,2009,0.24,41715.0,,,0.24,41715.0
22801,87293,AL,,2018,0.239,49881.0,,,0.239,49881.0
25073,87293,AL,,2018,0.239,49881.0,,,0.239,49881.0
25074,87293,AL,,2018,0.239,49881.0,,,0.239,49881.0
25075,87293,AL,,2018,0.239,49881.0,,,0.239,49881.0
20991,87523,GA,,2018,0.21,58634.0,,,0.21,58634.0
20993,87523,GA,,2018,0.21,58634.0,,,0.21,58634.0
21021,87633,KY,,2015,0.253,45178.0,,,0.253,45178.0
21023,87633,KY,,2015,0.253,45178.0,,,0.253,45178.0
21125,87633,KY,,2015,0.253,45178.0,,,0.253,45178.0
21035,87461,,,2016,,,,,,
21038,87461,,,2016,,,,,,
21039,87461,,,2016,,,,,,
21234,87242,,Northeast,2015,,,0.16577777777777777,62931.88888888889,0.16577777777777777,62931.88888888889
21236,87243,,Northeast,2015,,,0.16577777777777777,62931.88888888889,0.16577777777777777,62931.88888888889
21237,87243,,Northeast,2015,,,0.16577777777777777,62931.88888888889,0.16577777777777777,62931.88888888889
21303,87243,,Northeast,2015,,,0.16577777777777777,62931.88888888889,0.16577777777777777,62931.88888888889
21318,86431,,South,2018,,,0.2138235294117647,57234.64705882353,0.2138235294117647,57234.64705882353
21319,86431,,South,2018,,,0.2138235294117647,57234.64705882353,0.2138235294117647,57234.64705882353
21320,86431,,South,2018,,,0.2138235294117647,57234.64705882353,0.2138235294117647,57234.64705882353
21321,86431,,South,2018,,,0.2138235294117647,57234.64705882353,0.2138235294117647,57234.64705882353
21323,86431,,South,2018,,,0.2138235294117647,57234.64705882353,0.2138235294117647,57234.64705882353
27583,86417,,Midwest,2012,,,0.19266666666666665,50489.833333333336,0.19266666666666665,50489.833333333336
27584,86417,,Midwest,2012,,,0.19266666666666665,50489.833333333336,0.19266666666666665,50489.833333333336
24884,86426,,South,2015,,,0.2374705882352941,52018.41176470588,0.2374705882352941,52018.41176470588
22330,88118,,Northeast,2019,,,0.1351111111111111,72996.66666666667,0.1351111111111111,72996.66666666667
22331,88118,,Northeast,2019,,,0.1351111111111111,72996.66666666667,0.1351111111111111,72996.66666666667
22332,88118,,Northeast,2019,,,0.1351111111111111,72996.66666666667,0.1351111111111111,72996.66666666667
22333,88118,,Northeast,2019,,,0.1351111111111111,72996.66666666667,0.1351111111111111,72996.66666666667
22462,87225,,,2015,,,,,,
22465,87225,,,2015,,,,,,
22466,87225,,,2015,,,,,,
22467,87225,,,2015,,,,,,
22468,87225,,,2015,,,,,,
22469,87225,,,2015,,,,,,
22470,86416,,,2015,,,,,,
22471,86416,,,2015,,,,,,
22472,86416,,,2015,,,,,,
22473,86416,,,2015,,,,,,
22475,86416,,,2015,,,,,,
22476,86416,,,2015,,,,,,
26634,89849,,South,2008,,,0.21135294117647055,48053.0,0.21135294117647055,48053.0
26847,89849,,South,2008,,,0.21135294117647055,48053.0,0.21135294117647055,48053.0
26848,89849,,South,2008,,,0.21135294117647055,48053.0,0.21135294117647055,48053.0
26849,89849,,South,2008,,,0.21135294117647055,48053.0,0.21135294117647055,48053.0
22595,89765,,,2016,,,,,,
22597,89765,,,2016,,,,,,
22817,89765,,,2016,,,,,,
22819,89765,,,2016,,,,,,
22820,89765,,,2016,,,,,,
22821,89765,,,2016,,,,,,
22598,86186,,,2016,,,,,,
22827,86186,,,2016,,,,,,
22828,86186,,,2016,,,,,,
22829,86186,,,2016,,,,,,
22831,86186,,,2016,,,,,,
22832,86186,,,2016,,,,,,
22600,87223,,,2016,,,,,,
22836,87223,,,2016,,,,,,
22838,87223,,,2016,,,,,,
22839,87223,,,2016,,,,,,
22840,87223,,,2016,,,,,,
22841,87223,,,2016,,,,,,
22685,89813,,,2016,,,,,,
22686,89813,,,2016,,,,,,
24906,89813,,,2016,,,,,,
24907,89813,,,2016,,,,,,
24908,89813,,,2016,,,,,,
24910,89814,,,2013,,,,,,
24912,89814,,,2013,,,,,,
24913,89814,,,2013,,,,,,
24914,89814,,,2013,,,,,,
24916,89814,,,2013,,,,,,
25112,88228,,,2014,,,,,,
28981,88228,,,2014,,,,,,
34465,88229,CA,West,2014,0.226,61927.0,0.19138461538461538,56614.307692307695,0.226,61927.0
34475,88229,CA,West,2014,0.226,61927.0,0.19138461538461538,56614.307692307695,0.226,61927.0
22668,88224,CA,West,2014,0.226,61927.0,0.19138461538461538,56614.307692307695,0.226,61927.0
28521,88224,CA,West,2014,0.226,61927.0,0.19138461538461538,56614.307692307695,0.226,61927.0
29571,88224,CA,West,2014,0.226,61927.0,0.19138461538461538,56614.307692307695,0.226,61927.0
26458,87522,MA,,2016,0.136,75207.0,,,0.136,75207.0
27821,87522,MA,,2016,0.136,75207.0,,,0.136,75207.0
27823,87522,MA,,2016,0.136,75207.0,,,0.136,75207.0
26896,81452,MI,,2015,0.222,51063.0,,,0.222,51063.0
26535,87298,,,2011,,,,,,
28200,87298,,,2011,,,,,,
28201,87298,,,2011,,,,,,
28202,87298,,,2011,,,,,,
28203,87298,,,2011,,,,,,
28205,87298,,,2011,,,,,,
28210,87298,,,2011,,,,,,
28211,87298,,,2011,,,,,,
28212,87298,,,2011,,,,,,
28213,87298,,,2011,,,,,,
28214,87298,,,2011,,,,,,
28219,87298,,,2011,,,,,,
28220,87298,,,2011,,,,,,
28222,87298,,,2011,,,,,,
28225,87298,,,2011,,,,,,
28226,87298,,,2011,,,,,,
25091,88693,,South,2019,,,0.19835294117647057,60707.882352941175,0.19835294117647057,60707.882352941175
26208,88693,,South,2019,,,0.19835294117647057,60707.882352941175,0.19835294117647057,60707.882352941175
27752,88693,,South,2019,,,0.19835294117647057,60707.882352941175,0.19835294117647057,60707.882352941175
27754,88693,,South,2019,,,0.19835294117647057,60707.882352941175,0.19835294117647057,60707.882352941175
27736,88692,,,2019,,,,,,
27884,88692,,,2019,,,,,,
28031,88692,,,2019,,,,,,
28042,88692,,,2019,,,,,,
28215,88727,,,2011,,,,,,
28346,88727,,,2011,,,,,,
28347,88727,,,2011,,,,,,
28348,88727,,,2011,,,,,,
28349,88727,,,2011,,,,,,
28350,88727,,,2011,,,,,,
28351,88727,,,2011,,,,,,
28352,88727,,,2011,,,,,,
28495,88727,,,2011,,,,,,
28497,88727,,,2011,,,,,,
28500,88727,,,2011,,,,,,
28501,88727,,,2011,,,,,,
29486,88727,,,2011,,,,,,
26296,87308,NY,,2018,0.188,67648.0,,,0.188,67648.0
26301,87308,NY,,2018,0.188,67648.0,,,0.188,67648.0
26306,87308,NY,,2018,0.188,67648.0,,,0.188,67648.0
26307,87308,NY,,2018,0.188,67648.0,,,0.188,67648.0
26308,87308,NY,,2018,0.188,67648.0,,,0.188,67648.0
26309,87308,NY,,2018,0.188,67648.0,,,0.188,67648.0
26310,87308,NY,,2018,0.188,67648.0,,,0.188,67648.0
26311,87308,NY,,2018,0.188,67648.0,,,0.188,67648.0
26313,87308,NY,,2018,0.188,67648.0,,,0.188,67648.0
26315,87308,NY,,2018,0.188,67648.0,,,0.188,67648.0
26316,87308,NY,,2018,0.188,67648.0,,,0.188,67648.0
27176,80703,CA,West,2014,0.226,61927.0,0.19138461538461538,56614.307692307695,0.226,61927.0
27181,80703,CA,West,2014,0.226,61927.0,0.19138461538461538,56614.307692307695,0.226,61927.0
27182,80703,CA,West,2014,0.226,61927.0,0.19138461538461538,56614.307692307695,0.226,61927.0
27183,80703,CA,West,2014,0.226,61927.0,0.19138461538461538,56614.307692307695,0.226,61927.0
27184,80703,CA,West,2014,0.226,61927.0,0.19138461538461538,56614.307692307695,0.226,61927.0
26465,88220,,,2013,,,,,,
28514,88220,,,2013,,,,,,
26505,87212,TN,,2010,0.259,41461.0,,,0.259,41461.0
26506,87212,TN,,2010,0.259,41461.0,,,0.259,41461.0
26508,87212,TN,,2010,0.259,41461.0,,,0.259,41461.0
26509,87212,TN,,2010,0.259,41461.0,,,0.259,41461.0
26510,87212,TN,,2010,0.259,41461.0,,,0.259,41461.0
